date,agency_cd,site_no,water_year,flow,flow_cd,flow_11447905,group,flow_modeled,flow_impute,flow_for_gam_step1,flow_for_gam_step2,flow_for_gam_final
1999-12-28,USGS,11455420,2000,9100,A,3400,measure,7474,9100,9100,9100,9100
1999-12-29,USGS,11455420,2000,8220,A,3290,measure,7226,8220,8220,8220,8220
1999-12-30,USGS,11455420,2000,7240,A,3130,measure,6866,7240,7240,7240,7240
1999-12-31,USGS,11455420,2000,8200,A,3020,measure,6618,8200,8200,8200,8200
2000-01-01,USGS,11455420,2000,9020,A,3240,measure,7113,9020,9020,9020,9020
2000-01-02,USGS,11455420,2000,10100,A,3370,measure,7406,10100,10100,10100,10100
2000-01-03,USGS,11455420,2000,9550,A,3340,measure,7339,9550,9550,9550,9550
2000-01-04,USGS,11455420,2000,7250,A,3170,measure,6956,7250,7250,7250,7250
2000-01-05,USGS,11455420,2000,5070,A,3180,measure,6978,5070,5070,5070,5070
2000-01-06,USGS,11455420,2000,6400,A,3140,measure,6888,6400,6400,6400,6400
2000-01-07,USGS,11455420,2000,7020,A,3050,measure,6685,7020,7020,7020,7020
2000-01-08,USGS,11455420,2000,8170,A,3090,measure,6776,8170,8170,8170,8170
2000-01-09,USGS,11455420,2000,8580,A,3060,measure,6708,8580,8580,8580,8580
2000-01-10,USGS,11455420,2000,8090,A,2990,measure,6550,8090,8090,8090,8090
2000-01-11,USGS,11455420,2000,8570,A,3080,measure,6753,8570,8570,8570,8570
2000-01-12,USGS,11455420,2000,11200,A,3460,measure,7609,11200,11200,11200,11200
2000-01-13,USGS,11455420,2000,8880,A,3420,measure,7519,8880,8880,8880,8880
2000-01-14,USGS,11455420,2000,9100,A,3580,measure,7879,9100,9100,9100,9100
2000-01-15,USGS,11455420,2000,7390,A,3530,measure,7767,7390,7390,7390,7390
2000-01-16,USGS,11455420,2000,11300,A,4850,measure,10740,11300,11300,11300,11300
2000-01-17,USGS,11455420,2000,15900,A,7310,measure,16281,15900,15900,15900,15900
2000-01-18,USGS,11455420,2000,17000,A,8890,measure,19840,17000,17000,17000,17000
2000-01-19,USGS,11455420,2000,19000,A,9490,measure,21192,19000,19000,19000,19000
2000-01-20,USGS,11455420,2000,19400,A,9200,measure,20538,19400,19400,19400,19400
2000-01-21,USGS,11455420,2000,20400,A,9480,measure,21169,20400,20400,20400,20400
2000-01-22,USGS,11455420,2000,21800,A,10400,measure,23241,21800,21800,21800,21800
2000-01-23,USGS,11455420,2000,22800,A,10400,measure,23241,22800,22800,22800,22800
2000-01-24,USGS,11455420,2000,27900,A,12100,measure,27071,27900,27900,27900,27900
2000-01-25,USGS,11455420,2000,35000,A,16600,measure,37207,35000,35000,35000,35000
2000-01-26,USGS,11455420,2000,39600,A,19800,measure,44415,39600,39600,39600,39600
2000-01-27,USGS,11455420,2000,37900,A,19900,measure,44640,37900,37900,37900,37900
2000-01-28,USGS,11455420,2000,35600,A,19000,measure,42613,35600,35600,35600,35600
2000-01-29,USGS,11455420,2000,32700,A,18200,measure,40811,32700,32700,32700,32700
2000-01-30,USGS,11455420,2000,32100,A,17500,measure,39234,32100,32100,32100,32100
2000-01-31,USGS,11455420,2000,35500,A,17800,measure,39910,35500,35500,35500,35500
2000-02-01,USGS,11455420,2000,34500,A,18200,measure,40811,34500,34500,34500,34500
2000-02-02,USGS,11455420,2000,33100,A,18100,measure,40586,33100,33100,33100,33100
2000-02-03,USGS,11455420,2000,33000,A,18000,measure,40360,33000,33000,33000,33000
2000-02-04,USGS,11455420,2000,35400,A,17700,measure,39685,35400,35400,35400,35400
2000-02-05,USGS,11455420,2000,34400,A,17200,measure,38558,34400,34400,34400,34400
2000-02-06,USGS,11455420,2000,34000,A,16600,measure,37207,34000,34000,34000,34000
2000-02-07,USGS,11455420,2000,31200,A,16000,measure,35855,31200,31200,31200,31200
2000-02-08,USGS,11455420,2000,30100,A,15600,measure,34954,30100,30100,30100,30100
2000-02-09,USGS,11455420,2000,27900,A,15000,measure,33603,27900,27900,27900,27900
2000-02-10,USGS,11455420,2000,27900,A,14400,measure,32251,27900,27900,27900,27900
2000-02-11,USGS,11455420,2000,32000,A,15300,measure,34279,32000,32000,32000,32000
2000-02-12,USGS,11455420,2000,40600,A,18300,measure,41036,40600,40600,40600,40600
2000-02-13,USGS,11455420,2000,51000,A,22400,measure,50271,51000,51000,51000,51000
2000-02-14,USGS,11455420,2000,65500,A,28000,measure,62885,65500,65500,65500,65500
2000-02-15,USGS,11455420,2000,70300,A,32100,measure,72121,70300,70300,70300,70300
2000-02-16,USGS,11455420,2000,79500,A,32600,measure,73247,79500,79500,79500,79500
2000-02-17,USGS,11455420,2000,98100,A,32300,measure,72571,98100,98100,98100,98100
2000-02-18,USGS,11455420,2000,104000,A,31200,measure,70093,104000,104000,104000,104000
2000-02-19,USGS,11455420,2000,102000,A,29600,measure,66489,102000,102000,102000,102000
2000-02-20,USGS,11455420,2000,98500,A,28400,measure,63786,98500,98500,98500,98500
2000-02-21,USGS,11455420,2000,95000,A,27800,measure,62435,95000,95000,95000,95000
2000-02-22,USGS,11455420,2000,89400,A,27500,measure,61759,89400,89400,89400,89400
2000-02-23,USGS,11455420,2000,88100,A,28100,measure,63111,88100,88100,88100,88100
2000-02-24,USGS,11455420,2000,95200,A,28500,measure,64012,95200,95200,95200,95200
2000-02-25,USGS,11455420,2000,104000,A,28300,measure,63561,104000,104000,104000,104000
2000-02-26,USGS,11455420,2000,102000,A,28300,measure,63561,102000,102000,102000,102000
2000-02-27,USGS,11455420,2000,103000,A,29100,measure,65363,103000,103000,103000,103000
2000-02-28,USGS,11455420,2000,109000,A,30200,measure,67841,109000,109000,109000,109000
2000-02-29,USGS,11455420,2000,118000,A,30600,measure,68742,118000,118000,118000,118000
2000-03-01,USGS,11455420,2000,120000,A,30300,measure,68066,120000,120000,120000,120000
2000-03-02,USGS,11455420,2000,118000,A,29600,measure,66489,118000,118000,118000,118000
2000-03-03,USGS,11455420,2000,114000,A,28800,measure,64687,114000,114000,114000,114000
2000-03-04,USGS,11455420,2000,108000,A,28300,measure,63561,108000,108000,108000,108000
2000-03-05,USGS,11455420,2000,108000,A,28100,measure,63111,108000,108000,108000,108000
2000-03-06,USGS,11455420,2000,110000,A,28000,measure,62885,110000,110000,110000,110000
2000-03-07,USGS,11455420,2000,110000,A,27700,measure,62210,110000,110000,110000,110000
2000-03-08,USGS,11455420,2000,114000,A,27700,measure,62210,114000,114000,114000,114000
2000-03-09,USGS,11455420,2000,119000,A,27900,measure,62660,119000,119000,119000,119000
2000-03-10,USGS,11455420,2000,117000,A,27700,measure,62210,117000,117000,117000,117000
2000-03-11,USGS,11455420,2000,110000,A,27400,measure,61534,110000,110000,110000,110000
2000-03-12,USGS,11455420,2000,102000,A,27100,measure,60858,102000,102000,102000,102000
2000-03-13,USGS,11455420,2000,96600,A,26900,measure,60408,96600,96600,96600,96600
2000-03-14,USGS,11455420,2000,89500,A,26500,measure,59507,89500,89500,89500,89500
2000-03-15,USGS,11455420,2000,82500,A,25900,measure,58155,82500,82500,82500,82500
2000-03-16,USGS,11455420,2000,77800,A,25300,measure,56804,77800,77800,77800,77800
2000-03-17,USGS,11455420,2000,70700,A,24700,measure,55452,70700,70700,70700,70700
2000-03-18,USGS,11455420,2000,63000,A,23800,measure,53425,63000,63000,63000,63000
2000-03-19,USGS,11455420,2000,56600,A,22700,measure,50947,56600,56600,56600,56600
2000-03-20,USGS,11455420,2000,45800,A,21400,measure,48019,45800,45800,45800,45800
2000-03-21,USGS,11455420,2000,41200,A,19900,measure,44640,41200,41200,41200,41200
2000-03-22,USGS,11455420,2000,42200,A,18700,measure,41937,42200,42200,42200,42200
2000-03-23,USGS,11455420,2000,40700,A,17700,measure,39685,40700,40700,40700,40700
2000-03-24,USGS,11455420,2000,38200,A,16800,measure,37657,38200,38200,38200,38200
2000-03-25,USGS,11455420,2000,37600,A,15800,measure,35405,37600,37600,37600,37600
2000-03-26,USGS,11455420,2000,35300,A,14800,measure,33152,35300,35300,35300,35300
2000-03-27,USGS,11455420,2000,33800,A,13800,measure,30900,33800,33800,33800,33800
2000-03-28,USGS,11455420,2000,31900,A,13100,measure,29323,31900,31900,31900,31900
2000-03-29,USGS,11455420,2000,28000,A,12400,measure,27746,28000,28000,28000,28000
2000-03-30,USGS,11455420,2000,23600,A,11800,measure,26395,23600,23600,23600,23600
2000-03-31,USGS,11455420,2000,19000,A,11300,measure,25269,19000,19000,19000,19000
2000-04-01,USGS,11455420,2000,15900,A,10600,measure,23692,15900,15900,15900,15900
2000-04-02,USGS,11455420,2000,18600,A,10100,measure,22566,18600,18600,18600,18600
2000-04-03,USGS,11455420,2000,20000,A,9710,measure,21687,20000,20000,20000,20000
2000-04-04,USGS,11455420,2000,21700,A,9380,measure,20944,21700,21700,21700,21700
2000-04-05,USGS,11455420,2000,20800,A,9200,measure,20538,20800,20800,20800,20800
2000-04-06,USGS,11455420,2000,19500,A,9060,measure,20223,19500,19500,19500,19500
2000-04-07,USGS,11455420,2000,18500,A,8890,measure,19840,18500,18500,18500,18500
2000-04-08,USGS,11455420,2000,19900,A,8690,measure,19390,19900,19900,19900,19900
2000-04-09,USGS,11455420,2000,21100,A,8910,measure,19885,21100,21100,21100,21100
2000-04-10,USGS,11455420,2000,21200,A,9220,measure,20583,21200,21200,21200,21200
2000-04-11,USGS,11455420,2000,21600,A,9700,measure,21665,21600,21600,21600,21600
2000-04-12,USGS,11455420,2000,21000,A,10200,measure,22791,21000,21000,21000,21000
2000-04-13,USGS,11455420,2000,22600,A,10800,measure,24142,22600,22600,22600,22600
2000-04-14,USGS,11455420,2000,23300,A,11200,measure,25043,23300,23300,23300,23300
2000-04-15,USGS,11455420,2000,22700,A,11400,measure,25494,22700,22700,22700,22700
2000-04-16,USGS,11455420,2000,22500,A,11500,measure,25719,22500,22500,22500,22500
2000-04-17,USGS,11455420,2000,25000,A,12000,measure,26845,25000,25000,25000,25000
2000-04-18,USGS,11455420,2000,27300,A,12500,measure,27972,27300,27300,27300,27300
2000-04-19,USGS,11455420,2000,28000,A,13000,measure,29098,28000,28000,28000,28000
2000-04-20,USGS,11455420,2000,29600,A,13700,measure,30675,29600,29600,29600,29600
2000-04-21,USGS,11455420,2000,30600,A,13500,measure,30224,30600,30600,30600,30600
2000-04-22,USGS,11455420,2000,33200,A,13000,measure,29098,33200,33200,33200,33200
2000-04-23,USGS,11455420,2000,31600,A,12500,measure,27972,31600,31600,31600,31600
2000-04-24,USGS,11455420,2000,27900,A,11900,measure,26620,27900,27900,27900,27900
2000-04-25,USGS,11455420,2000,27700,A,11300,measure,25269,27700,27700,27700,27700
2000-04-26,USGS,11455420,2000,25600,A,10900,measure,24368,25600,25600,25600,25600
2000-04-27,USGS,11455420,2000,24500,A,10200,measure,22791,24500,24500,24500,24500
2000-04-28,USGS,11455420,2000,23800,A,9970,measure,22273,23800,23800,23800,23800
2000-04-29,USGS,11455420,2000,21600,A,9840,measure,21980,21600,21600,21600,21600
2000-04-30,USGS,11455420,2000,21300,A,9890,measure,22093,21300,21300,21300,21300
2000-05-01,USGS,11455420,2000,20700,A,10000,measure,22340,20700,20700,20700,20700
2000-05-02,USGS,11455420,2000,21000,A,10100,measure,22566,21000,21000,21000,21000
2000-05-03,USGS,11455420,2000,21700,A,10100,measure,22566,21700,21700,21700,21700
2000-05-04,USGS,11455420,2000,21800,A,10200,measure,22791,21800,21800,21800,21800
2000-05-05,USGS,11455420,2000,22100,A,10300,measure,23016,22100,22100,22100,22100
2000-05-06,USGS,11455420,2000,23400,A,10500,measure,23467,23400,23400,23400,23400
2000-05-07,USGS,11455420,2000,22600,A,10700,measure,23917,22600,22600,22600,22600
2000-05-08,USGS,11455420,2000,22000,A,10900,measure,24368,22000,22000,22000,22000
2000-05-09,USGS,11455420,2000,24200,A,10900,measure,24368,24200,24200,24200,24200
2000-05-10,USGS,11455420,2000,26100,A,10600,measure,23692,26100,26100,26100,26100
2000-05-11,USGS,11455420,2000,24300,A,9930,measure,22183,24300,24300,24300,24300
2000-05-12,USGS,11455420,2000,19200,A,8660,measure,19322,19200,19200,19200,19200
2000-05-13,USGS,11455420,2000,14900,A,7280,measure,16214,14900,14900,14900,14900
2000-05-14,USGS,11455420,2000,13100,A,6350,measure,14119,13100,13100,13100,13100
2000-05-15,USGS,11455420,2000,11500,A,6040,measure,13420,11500,11500,11500,11500
2000-05-16,USGS,11455420,2000,13100,A,6500,measure,14457,13100,13100,13100,13100
2000-05-17,USGS,11455420,2000,14500,A,7220,measure,16078,14500,14500,14500,14500
2000-05-18,USGS,11455420,2000,15200,A,7710,measure,17182,15200,15200,15200,15200
2000-05-19,USGS,11455420,2000,15900,A,7700,measure,17160,15900,15900,15900,15900
2000-05-20,USGS,11455420,2000,14800,A,7230,measure,16101,14800,14800,14800,14800
2000-05-21,USGS,11455420,2000,14600,A,6790,measure,15110,14600,14600,14600,14600
2000-05-22,USGS,11455420,2000,15600,A,6750,measure,15020,15600,15600,15600,15600
2000-05-23,USGS,11455420,2000,14900,A,6640,measure,14772,14900,14900,14900,14900
2000-05-24,USGS,11455420,2000,19200,A,6610,measure,14704,19200,19200,19200,19200
2000-05-25,USGS,11455420,2000,21700,A,6730,measure,14975,21700,21700,21700,21700
2000-05-26,USGS,11455420,2000,18700,A,5620,measure,12474,18700,18700,18700,18700
2000-05-27,USGS,11455420,2000,15800,A,4540,measure,10042,15800,15800,15800,15800
2000-05-28,USGS,11455420,2000,13200,A,4170,measure,9208,13200,13200,13200,13200
2000-05-29,USGS,11455420,2000,11600,A,3860,measure,8510,11600,11600,11600,11600
2000-05-30,USGS,11455420,2000,10500,A,3840,measure,8465,10500,10500,10500,10500
2000-05-31,USGS,11455420,2000,5940,A,3710,measure,8172,5940,5940,5940,5940
2000-06-01,USGS,11455420,2000,5380,A,3420,measure,7519,5380,5380,5380,5380
2000-06-02,USGS,11455420,2000,6960,A,3410,measure,7496,6960,6960,6960,6960
2000-06-03,USGS,11455420,2000,6740,A,3410,measure,7496,6740,6740,6740,6740
2000-06-04,USGS,11455420,2000,8170,A,3420,measure,7519,8170,8170,8170,8170
2000-06-05,USGS,11455420,2000,13300,A,4650,measure,10289,13300,13300,13300,13300
2000-06-06,USGS,11455420,2000,13800,A,5630,measure,12497,13800,13800,13800,13800
2000-06-07,USGS,11455420,2000,14300,A,5590,measure,12407,14300,14300,14300,14300
2000-06-08,USGS,11455420,2000,14600,A,5550,measure,12317,14600,14600,14600,14600
2000-06-09,USGS,11455420,2000,12800,A,4640,measure,10267,12800,12800,12800,12800
2000-06-10,USGS,11455420,2000,12200,A,3950,measure,8713,12200,12200,12200,12200
2000-06-11,USGS,11455420,2000,11500,A,4160,measure,9186,11500,11500,11500,11500
2000-06-12,USGS,11455420,2000,12300,A,5490,measure,12182,12300,12300,12300,12300
2000-06-13,USGS,11455420,2000,12500,A,6300,measure,14006,12500,12500,12500,12500
2000-06-14,USGS,11455420,2000,13500,A,6060,measure,13466,13500,13500,13500,13500
2000-06-15,USGS,11455420,2000,10100,A,5720,measure,12700,10100,10100,10100,10100
2000-06-16,USGS,11455420,2000,8190,A,4400,measure,9726,8190,8190,8190,8190
2000-06-17,USGS,11455420,2000,12000,A,3460,measure,7609,12000,12000,12000,12000
2000-06-18,USGS,11455420,2000,15500,A,3710,measure,8172,15500,15500,15500,15500
2000-06-19,USGS,11455420,2000,12400,A,3600,measure,7924,12400,12400,12400,12400
2000-06-20,USGS,11455420,2000,10700,A,3290,measure,7226,10700,10700,10700,10700
2000-06-21,USGS,11455420,2000,9920,A,3140,measure,6888,9920,9920,9920,9920
2000-06-22,USGS,11455420,2000,10200,A,3140,measure,6888,10200,10200,10200,10200
2000-06-23,USGS,11455420,2000,11500,A,3410,measure,7496,11500,11500,11500,11500
2000-06-24,USGS,11455420,2000,13500,A,3810,measure,8397,13500,13500,13500,13500
2000-06-25,USGS,11455420,2000,14400,A,4110,measure,9073,14400,14400,14400,14400
2000-06-26,USGS,11455420,2000,12200,A,3980,measure,8780,12200,12200,12200,12200
2000-06-27,USGS,11455420,2000,10800,A,3850,measure,8487,10800,10800,10800,10800
2000-06-28,USGS,11455420,2000,11100,A,3870,measure,8533,11100,11100,11100,11100
2000-06-29,USGS,11455420,2000,12200,A,3880,measure,8555,12200,12200,12200,12200
2000-06-30,USGS,11455420,2000,12300,A,4110,measure,9073,12300,12300,12300,12300
2000-07-01,USGS,11455420,2000,11300,A,4310,measure,9524,11300,11300,11300,11300
2000-07-02,USGS,11455420,2000,11500,A,4370,measure,9659,11500,11500,11500,11500
2000-07-03,USGS,11455420,2000,12300,A,4510,measure,9974,12300,12300,12300,12300
2000-07-04,USGS,11455420,2000,12000,A,4460,measure,9862,12000,12000,12000,12000
2000-07-05,USGS,11455420,2000,13300,A,4550,measure,10064,13300,13300,13300,13300
2000-07-06,USGS,11455420,2000,13800,A,4770,measure,10560,13800,13800,13800,13800
2000-07-07,USGS,11455420,2000,14600,A,4840,measure,10717,14600,14600,14600,14600
2000-07-08,USGS,11455420,2000,14200,A,4940,measure,10943,14200,14200,14200,14200
2000-07-09,USGS,11455420,2000,12300,A,4830,measure,10695,12300,12300,12300,12300
2000-07-10,USGS,11455420,2000,12400,A,4670,measure,10335,12400,12400,12400,12400
2000-07-11,USGS,11455420,2000,12800,A,4530,measure,10019,12800,12800,12800,12800
2000-07-12,USGS,11455420,2000,15600,A,4330,measure,9569,15600,15600,15600,15600
2000-07-13,USGS,11455420,2000,15900,A,4600,measure,10177,15900,15900,15900,15900
2000-07-14,USGS,11455420,2000,12700,A,4660,measure,10312,12700,12700,12700,12700
2000-07-15,USGS,11455420,2000,12100,A,4530,measure,10019,12100,12100,12100,12100
2000-07-16,USGS,11455420,2000,15100,A,4510,measure,9974,15100,15100,15100,15100
2000-07-17,USGS,11455420,2000,15800,A,4750,measure,10515,15800,15800,15800,15800
2000-07-18,USGS,11455420,2000,13600,A,4800,measure,10627,13600,13600,13600,13600
2000-07-19,USGS,11455420,2000,12700,A,4700,measure,10402,12700,12700,12700,12700
2000-07-20,USGS,11455420,2000,13600,A,4690,measure,10380,13600,13600,13600,13600
2000-07-21,USGS,11455420,2000,15600,A,4830,measure,10695,15600,15600,15600,15600
2000-07-22,USGS,11455420,2000,16900,A,5140,measure,11393,16900,16900,16900,16900
2000-07-23,USGS,11455420,2000,15700,A,5380,measure,11934,15700,15700,15700,15700
2000-07-24,USGS,11455420,2000,13800,A,5300,measure,11754,13800,13800,13800,13800
2000-07-25,USGS,11455420,2000,14700,A,5150,measure,11416,14700,14700,14700,14700
2000-07-26,USGS,11455420,2000,15700,A,5100,measure,11303,15700,15700,15700,15700
2000-07-27,USGS,11455420,2000,13200,A,5190,measure,11506,13200,13200,13200,13200
2000-07-28,USGS,11455420,2000,11600,A,5110,measure,11326,11600,11600,11600,11600
2000-07-29,USGS,11455420,2000,10400,A,5000,measure,11078,10400,10400,10400,10400
2000-07-30,USGS,11455420,2000,10800,A,5000,measure,11078,10800,10800,10800,10800
2000-07-31,USGS,11455420,2000,11900,A,5020,measure,11123,11900,11900,11900,11900
2000-08-01,USGS,11455420,2000,12200,A,4880,measure,10808,12200,12200,12200,12200
2000-08-02,USGS,11455420,2000,11300,A,4670,measure,10335,11300,11300,11300,11300
2000-08-03,USGS,11455420,2000,12100,A,4630,measure,10244,12100,12100,12100,12100
2000-08-04,USGS,11455420,2000,14900,A,4890,measure,10830,14900,14900,14900,14900
2000-08-05,USGS,11455420,2000,15100,A,4860,measure,10763,15100,15100,15100,15100
2000-08-06,USGS,11455420,2000,15200,A,4600,measure,10177,15200,15200,15200,15200
2000-08-07,USGS,11455420,2000,14300,A,4300,measure,9501,14300,14300,14300,14300
2000-08-08,USGS,11455420,2000,12900,A,4240,measure,9366,12900,12900,12900,12900
2000-08-09,USGS,11455420,2000,11300,A,4100,measure,9051,11300,11300,11300,11300
2000-08-10,USGS,11455420,2000,12000,A,4090,measure,9028,12000,12000,12000,12000
2000-08-11,USGS,11455420,2000,10700,A,4000,measure,8825,10700,10700,10700,10700
2000-08-12,USGS,11455420,2000,7940,A,3730,measure,8217,7940,7940,7940,7940
2000-08-13,USGS,11455420,2000,8030,A,3680,measure,8105,8030,8030,8030,8030
2000-08-14,USGS,11455420,2000,8990,A,3750,measure,8262,8990,8990,8990,8990
2000-08-15,USGS,11455420,2000,9770,A,3830,measure,8442,9770,9770,9770,9770
2000-08-16,USGS,11455420,2000,10200,A,3810,measure,8397,10200,10200,10200,10200
2000-08-17,USGS,11455420,2000,10300,A,3750,measure,8262,10300,10300,10300,10300
2000-08-18,USGS,11455420,2000,11800,A,3820,measure,8420,11800,11800,11800,11800
2000-08-19,USGS,11455420,2000,12300,A,3880,measure,8555,12300,12300,12300,12300
2000-08-20,USGS,11455420,2000,11800,A,3890,measure,8578,11800,11800,11800,11800
2000-08-21,USGS,11455420,2000,9860,A,3620,measure,7969,9860,9860,9860,9860
2000-08-22,USGS,11455420,2000,10000,A,3410,measure,7496,10000,10000,10000,10000
2000-08-23,USGS,11455420,2000,12500,A,3600,measure,7924,12500,12500,12500,12500
2000-08-24,USGS,11455420,2000,12100,A,3890,measure,8578,12100,12100,12100,12100
2000-08-25,USGS,11455420,2000,8190,A,3700,measure,8150,8190,8190,8190,8190
2000-08-26,USGS,11455420,2000,7470,A,3590,measure,7902,7470,7470,7470,7470
2000-08-27,USGS,11455420,2000,7670,A,3580,measure,7879,7670,7670,7670,7670
2000-08-28,USGS,11455420,2000,10500,A,3620,measure,7969,10500,10500,10500,10500
2000-08-29,USGS,11455420,2000,13200,A,3830,measure,8442,13200,13200,13200,13200
2000-08-30,USGS,11455420,2000,12300,A,NA,measure,NA,12300,12300,12300,12300
