organization_identifier,organization_formal_name,activity_identifier,activity_type_code,activity_media_name,activity_media_subdivision_name,activity_start_date,activity_start_time_time,activity_start_time_time_zone_code,activity_end_date,activity_end_time_time,activity_end_time_time_zone_code,activity_depth_height_measure_measure_value,activity_depth_height_measure_measure_unit_code,activity_depth_altitude_reference_point_text,activity_top_depth_height_measure_measure_value,activity_top_depth_height_measure_measure_unit_code,activity_bottom_depth_height_measure_measure_value,activity_bottom_depth_height_measure_measure_unit_code,project_identifier,activity_conducting_organization_text,monitoring_location_identifier,activity_comment_text,sample_aquifer,hydrologic_condition,hydrologic_event,sample_collection_method_method_identifier,sample_collection_method_method_identifier_context,sample_collection_method_method_name,sample_collection_equipment_name,result_detection_condition_text,characteristic_name,result_sample_fraction_text,result_measure_value,result_measure_measure_unit_code,measure_qualifier_code,result_status_identifier,statistical_base_code,result_value_type_name,result_weight_basis_text,result_time_basis_text,result_temperature_basis_text,result_particle_size_basis_text,precision_value,result_comment_text,usgsp_code,result_depth_height_measure_measure_value,result_depth_height_measure_measure_unit_code,result_depth_altitude_reference_point_text,subject_taxonomic_name,sample_tissue_anatomy_name,result_analytical_method_method_identifier,result_analytical_method_method_identifier_context,result_analytical_method_method_name,method_description_text,laboratory_name,analysis_start_date,result_laboratory_comment_text,detection_quantitation_limit_type_name,detection_quantitation_limit_measure_measure_value,detection_quantitation_limit_measure_measure_unit_code,preparation_start_date,provider_name,activity_start_date_time,activity_end_date_time
USGS-CA,USGS California Water Science Center,nwisca.01.02103063,Sample-Routine,Water,Surface Water,2021-04-27,10:45:00,PST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-11455385,NA,NA,"Stable, normal stage",Routine sample,50,USGS parameter code 82398,Point sample,Submersible centrifugal pump,NA,Chlorophyll a,NA,7.4,ug/l,NA,Preliminary,NA,Actual,NA,NA,NA,NA,NA,NA,70953,NA,NA,NA,NA,NA,00050,USGS,"Plant pigments, sonication & 445",NA,"USGS-National Water Quality Lab, Denver, CO",2021-06-11,NA,Lower Reporting Limit,0.1,ug/l,2021-05-24,NWIS,2021-04-27T18:45:00Z,NA
USGS-CA,USGS California Water Science Center,nwisca.01.02003415,Sample-Routine,Water,Surface Water,2020-07-23,05:45:00,PST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,USGS - California Water Science Center,USGS-11455315,NA,NA,"Stable, normal stage",Routine sample,50,USGS parameter code 82398,Point sample,Van Dorn sampler,NA,Chlorophyll a,NA,1.5,ug/l,NA,Preliminary,NA,Actual,NA,NA,NA,NA,NA,NA,70953,NA,NA,NA,NA,NA,00050,USGS,"Plant pigments, sonication & 445",NA,"USGS Biogeochemistry Lab, Menlo Park, CA",NA,NA,NA,NA,NA,NA,NWIS,2020-07-23T13:45:00Z,NA
USGS-CA,USGS California Water Science Center,nwisca.01.02003829,Sample-Routine,Water,Surface Water,2020-08-17,15:18:00,PST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,USGS - California Water Science Center,USGS-11455385,NA,NA,"Stable, normal stage",Routine sample,USGS,USGS,USGS,Unknown,NA,Chlorophyll a,NA,0.5,ug/l,NA,Preliminary,NA,Actual,NA,NA,NA,NA,NA,NA,70953,NA,NA,NA,NA,NA,CHL06,USGS,"Plant pigments, mac, 5 um, fluor",NA,"USGS-National Water Quality Lab, Denver, CO",2020-09-10,NA,Lower Reporting Limit,0.1,ug/l,NA,NWIS,2020-08-17T23:18:00Z,NA
USGS-CA,USGS California Water Science Center,nwisca.01.02003830,Sample-Routine,Water,Surface Water,2020-08-17,16:20:00,PST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,USGS - California Water Science Center,USGS-11455315,NA,NA,"Stable, normal stage",Routine sample,USGS,USGS,USGS,Unknown,NA,Chlorophyll a,NA,0.5,ug/l,NA,Preliminary,NA,Actual,NA,NA,NA,NA,NA,NA,70953,NA,NA,NA,NA,NA,CHL06,USGS,"Plant pigments, mac, 5 um, fluor",NA,"USGS-National Water Quality Lab, Denver, CO",2020-09-10,NA,Lower Reporting Limit,0.1,ug/l,NA,NWIS,2020-08-18T00:20:00Z,NA
USGS-CA,USGS California Water Science Center,nwisca.01.02003421,Sample-Routine,Water,Surface Water,2020-07-23,17:30:00,PST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,USGS - California Water Science Center,USGS-11455315,NA,NA,"Stable, normal stage",Routine sample,50,USGS parameter code 82398,Point sample,Van Dorn sampler,NA,Chlorophyll a,NA,0.9,ug/l,NA,Preliminary,NA,Actual,NA,NA,NA,NA,NA,NA,70953,NA,NA,NA,NA,NA,00050,USGS,"Plant pigments, sonication & 445",NA,"USGS Biogeochemistry Lab, Menlo Park, CA",NA,NA,NA,NA,NA,NA,NWIS,2020-07-24T01:30:00Z,NA
USGS-CA,USGS California Water Science Center,nwisca.01.02003419,Sample-Routine,Water,Surface Water,2020-07-23,13:40:00,PST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,USGS - California Water Science Center,USGS-11455315,NA,NA,"Stable, normal stage",Routine sample,50,USGS parameter code 82398,Point sample,Van Dorn sampler,NA,Chlorophyll a,NA,1.2,ug/l,NA,Preliminary,NA,Actual,NA,NA,NA,NA,NA,NA,70953,NA,NA,NA,NA,NA,00050,USGS,"Plant pigments, sonication & 445",NA,"USGS Biogeochemistry Lab, Menlo Park, CA",NA,NA,NA,NA,NA,NA,NWIS,2020-07-23T21:40:00Z,NA
USGS-CA,USGS California Water Science Center,nwisca.01.02105372,Sample-Routine,Water,Surface Water,2021-08-23,11:43:00,PST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-11455315,NA,NA,"Stable, normal stage",Routine sample,4080,USGS parameter code 82398,Peristaltic pump,Peristaltic pump,NA,Chlorophyll a,NA,1.5,ug/l,NA,Preliminary,NA,Actual,NA,NA,NA,NA,NA,NA,70953,NA,NA,NA,NA,NA,00050,USGS,"Plant pigments, sonication & 445",NA,"USGS-National Water Quality Lab, Denver, CO",2021-09-13,NA,Lower Reporting Limit,0.1,ug/l,2021-09-13,NWIS,2021-08-23T19:43:00Z,NA
USGS-CA,USGS California Water Science Center,nwisca.01.02003359,Sample-Routine,Water,Surface Water,2020-07-09,10:00:00,PST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,USGS - California Water Science Center,USGS-11455385,NA,NA,"Stable, normal stage",Routine sample,4030,USGS parameter code 82398,Suction pump,Diaphragm pump,NA,Chlorophyll a,NA,0.9,ug/l,NA,Preliminary,NA,Actual,NA,NA,NA,NA,NA,NA,70953,NA,NA,NA,NA,NA,00050,USGS,"Plant pigments, sonication & 445",NA,"USGS Biogeochemistry Lab, Menlo Park, CA",NA,NA,NA,NA,NA,NA,NWIS,2020-07-09T18:00:00Z,NA
USGS-CA,USGS California Water Science Center,nwisca.01.02003418,Sample-Routine,Water,Surface Water,2020-07-23,11:30:00,PST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,USGS - California Water Science Center,USGS-11455315,NA,NA,"Stable, normal stage",Routine sample,50,USGS parameter code 82398,Point sample,Van Dorn sampler,NA,Chlorophyll a,NA,0.5,ug/l,NA,Preliminary,NA,Actual,NA,NA,NA,NA,NA,NA,70953,NA,NA,NA,NA,NA,00050,USGS,"Plant pigments, sonication & 445",NA,"USGS Biogeochemistry Lab, Menlo Park, CA",NA,NA,NA,NA,NA,NA,NWIS,2020-07-23T19:30:00Z,NA
USGS-CA,USGS California Water Science Center,nwisca.01.02003416,Sample-Routine,Water,Surface Water,2020-07-23,07:30:00,PST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,USGS - California Water Science Center,USGS-11455315,NA,NA,"Stable, normal stage",Routine sample,50,USGS parameter code 82398,Point sample,Van Dorn sampler,NA,Chlorophyll a,NA,0.6,ug/l,NA,Preliminary,NA,Actual,NA,NA,NA,NA,NA,NA,70953,NA,NA,NA,NA,NA,00050,USGS,"Plant pigments, sonication & 445",NA,"USGS Biogeochemistry Lab, Menlo Park, CA",NA,NA,NA,NA,NA,NA,NWIS,2020-07-23T15:30:00Z,NA
USGS-CA,USGS California Water Science Center,nwisca.01.02003358,Sample-Routine,Water,Surface Water,2020-07-09,09:45:00,PST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,USGS - California Water Science Center,USGS-11455315,NA,NA,"Stable, normal stage",Routine sample,4030,USGS parameter code 82398,Suction pump,Diaphragm pump,NA,Chlorophyll a,NA,0.8,ug/l,NA,Preliminary,NA,Actual,NA,NA,NA,NA,NA,NA,70953,NA,NA,NA,NA,NA,00050,USGS,"Plant pigments, sonication & 445",NA,"USGS Biogeochemistry Lab, Menlo Park, CA",NA,NA,NA,NA,NA,NA,NWIS,2020-07-09T17:45:00Z,NA
USGS-CA,USGS California Water Science Center,nwisca.01.02003417,Sample-Routine,Water,Surface Water,2020-07-23,09:30:00,PST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,USGS - California Water Science Center,USGS-11455315,NA,NA,"Stable, normal stage",Routine sample,50,USGS parameter code 82398,Point sample,Van Dorn sampler,NA,Chlorophyll a,NA,1.2,ug/l,NA,Preliminary,NA,Actual,NA,NA,NA,NA,NA,NA,70953,NA,NA,NA,NA,NA,00050,USGS,"Plant pigments, sonication & 445",NA,"USGS Biogeochemistry Lab, Menlo Park, CA",NA,NA,NA,NA,NA,NA,NWIS,2020-07-23T17:30:00Z,NA
USGS-CA,USGS California Water Science Center,nwisca.01.02100371,Sample-Routine,Water,Surface Water,2020-11-12,10:00:00,PST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,USGS - California Water Science Center,USGS-11455385,NA,NA,"Stable, normal stage",Routine sample,50.00,USGS parameter code 82398,Point sample,Van Dorn sampler,NA,Chlorophyll a,NA,1.5,ug/l,NA,Accepted,NA,Actual,NA,NA,NA,NA,NA,NA,70953,NA,NA,NA,NA,NA,00050,USGS,"Plant pigments, sonication & 445",NA,"USGS-National Water Quality Lab, Denver, CO",2020-11-20,NA,Lower Reporting Limit,0.1,ug/l,NA,NWIS,2020-11-12T18:00:00Z,NA
USGS-CA,USGS California Water Science Center,nwisca.01.02100383,Sample-Routine,Water,Surface Water,2020-11-05,05:40:00,PST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,USGS - California Water Science Center,USGS-11455315,NA,NA,"Stable, normal stage",Routine sample,50,USGS parameter code 82398,Point sample,Van Dorn sampler,NA,Chlorophyll a,NA,0.8,ug/l,NA,Preliminary,NA,Actual,NA,NA,NA,NA,NA,NA,70953,NA,NA,NA,NA,NA,00050,USGS,"Plant pigments, sonication & 445",NA,"USGS Biogeochemistry Lab, Menlo Park, CA",NA,NA,NA,NA,NA,NA,NWIS,2020-11-05T13:40:00Z,NA
USGS-CA,USGS California Water Science Center,nwisca.01.02100379,Sample-Routine,Water,Surface Water,2020-11-04,18:30:00,PST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,USGS - California Water Science Center,USGS-11455315,NA,NA,"Stable, normal stage",Routine sample,50,USGS parameter code 82398,Point sample,Van Dorn sampler,NA,Chlorophyll a,NA,0.7,ug/l,NA,Preliminary,NA,Actual,NA,NA,NA,NA,NA,NA,70953,NA,NA,NA,NA,NA,00050,USGS,"Plant pigments, sonication & 445",NA,"USGS Biogeochemistry Lab, Menlo Park, CA",NA,NA,NA,NA,NA,NA,NWIS,2020-11-05T02:30:00Z,NA
USGS-CA,USGS California Water Science Center,nwisca.01.02100385,Sample-Routine,Water,Surface Water,2020-11-05,10:40:00,PST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,USGS - California Water Science Center,USGS-11455315,NA,NA,"Stable, normal stage",Routine sample,50,USGS parameter code 82398,Point sample,Van Dorn sampler,NA,Chlorophyll a,NA,0.6,ug/l,NA,Preliminary,NA,Actual,NA,NA,NA,NA,NA,NA,70953,NA,NA,NA,NA,NA,00050,USGS,"Plant pigments, sonication & 445",NA,"USGS Biogeochemistry Lab, Menlo Park, CA",NA,NA,NA,NA,NA,NA,NWIS,2020-11-05T18:40:00Z,NA
USGS-CA,USGS California Water Science Center,nwisca.01.02100758,Sample-Routine,Water,Surface Water,2020-12-03,13:30:00,PST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,USGS - California Water Science Center,USGS-11455385,NA,NA,"Stable, normal stage",Routine sample,50.00,USGS parameter code 82398,Point sample,Van Dorn sampler,NA,Chlorophyll a,NA,0.8,ug/l,NA,Accepted,NA,Actual,NA,NA,NA,NA,NA,NA,70953,NA,NA,NA,NA,NA,00050,USGS,"Plant pigments, sonication & 445",NA,"USGS-National Water Quality Lab, Denver, CO",2020-12-21,NA,Lower Reporting Limit,0.1,ug/l,NA,NWIS,2020-12-03T21:30:00Z,NA
USGS-CA,USGS California Water Science Center,nwisca.01.02100380,Sample-Routine,Water,Surface Water,2020-11-04,20:30:00,PST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,USGS - California Water Science Center,USGS-11455315,NA,NA,"Stable, normal stage",Routine sample,50,USGS parameter code 82398,Point sample,Van Dorn sampler,NA,Chlorophyll a,NA,0.9,ug/l,NA,Preliminary,NA,Actual,NA,NA,NA,NA,NA,NA,70953,NA,NA,NA,NA,NA,00050,USGS,"Plant pigments, sonication & 445",NA,"USGS Biogeochemistry Lab, Menlo Park, CA",NA,NA,NA,NA,NA,NA,NWIS,2020-11-05T04:30:00Z,NA
USGS-CA,USGS California Water Science Center,nwisca.01.02100382,Sample-Routine,Water,Surface Water,2020-11-05,01:30:00,PST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,USGS - California Water Science Center,USGS-11455315,NA,NA,"Stable, normal stage",Routine sample,50,USGS parameter code 82398,Point sample,Van Dorn sampler,NA,Chlorophyll a,NA,1.1,ug/l,NA,Preliminary,NA,Actual,NA,NA,NA,NA,NA,NA,70953,NA,NA,NA,NA,NA,00050,USGS,"Plant pigments, sonication & 445",NA,"USGS Biogeochemistry Lab, Menlo Park, CA",NA,NA,NA,NA,NA,NA,NWIS,2020-11-05T09:30:00Z,NA
USGS-CA,USGS California Water Science Center,nwisca.01.02100060,Sample-Routine,Water,Surface Water,2020-10-06,10:45:00,PST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,USGS - California Water Science Center,USGS-11455315,NA,NA,"Stable, normal stage",Routine sample,50,USGS parameter code 82398,Point sample,Van Dorn sampler,NA,Chlorophyll a,NA,1,ug/l,NA,Preliminary,NA,Actual,NA,NA,NA,NA,NA,NA,70953,NA,NA,NA,NA,NA,00050,USGS,"Plant pigments, sonication & 445",NA,"USGS Biogeochemistry Lab, Menlo Park, CA",NA,NA,NA,NA,NA,NA,NWIS,2020-10-06T18:45:00Z,NA
USGS-CA,USGS California Water Science Center,nwisca.01.02100111,Sample-Routine,Water,Surface Water,2020-10-20,12:32:00,PST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,USGS - California Water Science Center,USGS-11455385,NA,NA,"Stable, normal stage",Routine sample,USGS,USGS,USGS,Unknown,NA,Chlorophyll a,NA,2.2,ug/l,NA,Preliminary,NA,Actual,NA,NA,NA,NA,NA,NA,70953,NA,NA,NA,NA,NA,CHL06,USGS,"Plant pigments, mac, 5 um, fluor",NA,"USGS-National Water Quality Lab, Denver, CO",2020-11-12,NA,Lower Reporting Limit,0.1,ug/l,NA,NWIS,2020-10-20T20:32:00Z,NA
USGS-CA,USGS California Water Science Center,nwisca.01.02100384,Sample-Routine,Water,Surface Water,2020-11-05,08:35:00,PST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,USGS - California Water Science Center,USGS-11455315,NA,NA,"Stable, normal stage",Routine sample,50,USGS parameter code 82398,Point sample,Van Dorn sampler,NA,Chlorophyll a,NA,0.9,ug/l,NA,Preliminary,NA,Actual,NA,NA,NA,NA,NA,NA,70953,NA,NA,NA,NA,NA,00050,USGS,"Plant pigments, sonication & 445",NA,"USGS Biogeochemistry Lab, Menlo Park, CA",NA,NA,NA,NA,NA,NA,NWIS,2020-11-05T16:35:00Z,NA
USGS-CA,USGS California Water Science Center,nwisca.01.02100108,Sample-Routine,Water,Surface Water,2020-10-20,10:42:00,PST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,USGS - California Water Science Center,USGS-11455315,NA,NA,"Stable, normal stage",Routine sample,USGS,USGS,USGS,Unknown,NA,Chlorophyll a,NA,1.8,ug/l,NA,Accepted,NA,Actual,NA,NA,NA,NA,NA,NA,70953,NA,NA,NA,NA,NA,CHL06,USGS,"Plant pigments, mac, 5 um, fluor",NA,"USGS-National Water Quality Lab, Denver, CO",2020-11-12,NA,Lower Reporting Limit,0.1,ug/l,NA,NWIS,2020-10-20T18:42:00Z,NA
USGS-CA,USGS California Water Science Center,nwisca.01.02100065,Sample-Routine,Water,Surface Water,2020-10-06,10:50:00,PST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,USGS - California Water Science Center,USGS-11455315,NA,NA,"Stable, normal stage",Routine sample,50,USGS parameter code 82398,Point sample,Van Dorn sampler,NA,Chlorophyll a,NA,2.2,ug/l,NA,Preliminary,NA,Actual,NA,NA,NA,NA,NA,NA,70953,NA,NA,NA,NA,NA,00050,USGS,"Plant pigments, sonication & 445",NA,"USGS-National Water Quality Lab, Denver, CO",2020-10-30,NA,Lower Reporting Limit,0.1,ug/l,NA,NWIS,2020-10-06T18:50:00Z,NA
USGS-CA,USGS California Water Science Center,nwisca.01.02100102,Sample-Routine,Water,Surface Water,2020-10-22,11:45:00,PST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-11455385,NA,NA,Not determined,Routine sample,50,USGS parameter code 82398,Point sample,Van Dorn sampler,NA,Chlorophyll a,NA,2.5,ug/l,NA,Preliminary,NA,Actual,NA,NA,NA,NA,NA,NA,70953,NA,NA,NA,NA,NA,00050,USGS,"Plant pigments, sonication & 445",NA,"USGS-National Water Quality Lab, Denver, CO",2020-11-13,NA,Lower Reporting Limit,0.1,ug/l,NA,NWIS,2020-10-22T19:45:00Z,NA
USGS-CA,USGS California Water Science Center,nwisca.01.02100381,Sample-Routine,Water,Surface Water,2020-11-04,23:00:00,PST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,USGS - California Water Science Center,USGS-11455315,NA,NA,"Stable, normal stage",Routine sample,50,USGS parameter code 82398,Point sample,Van Dorn sampler,NA,Chlorophyll a,NA,0.9,ug/l,NA,Preliminary,NA,Actual,NA,NA,NA,NA,NA,NA,70953,NA,NA,NA,NA,NA,00050,USGS,"Plant pigments, sonication & 445",NA,"USGS Biogeochemistry Lab, Menlo Park, CA",NA,NA,NA,NA,NA,NA,NWIS,2020-11-05T07:00:00Z,NA
USGS-CA,USGS California Water Science Center,nwisca.01.02102001,Sample-Routine,Water,Surface Water,2021-03-04,14:30:00,PST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-11455315,NA,NA,"Stable, normal stage",Routine sample,50,USGS parameter code 82398,Point sample,Van Dorn sampler,NA,Chlorophyll a,NA,1.7,ug/l,NA,Preliminary,NA,Actual,NA,NA,NA,NA,NA,NA,70953,NA,NA,NA,NA,NA,00050,USGS,"Plant pigments, sonication & 445",NA,"USGS Biogeochemistry Lab, Menlo Park, CA",NA,NA,NA,NA,NA,NA,NWIS,2021-03-04T22:30:00Z,NA
USGS-CA,USGS California Water Science Center,nwisca.01.02101994,Sample-Routine,Water,Surface Water,2021-03-03,12:15:00,PST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-11455385,NA,NA,"Stable, normal stage",Routine sample,50.00,USGS parameter code 82398,Point sample,Submersible centrifugal pump,NA,Chlorophyll a,NA,1.4,ug/l,NA,Accepted,NA,Actual,NA,NA,NA,NA,NA,NA,70953,NA,NA,NA,NA,NA,00050,USGS,"Plant pigments, sonication & 445",NA,"USGS-National Water Quality Lab, Denver, CO",2021-03-19,NA,Lower Reporting Limit,0.1,ug/l,NA,NWIS,2021-03-03T20:15:00Z,NA
USGS-CA,USGS California Water Science Center,nwisca.01.02102000,Sample-Routine,Water,Surface Water,2021-03-04,14:15:00,PST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-11455315,NA,NA,"Stable, normal stage",Routine sample,50.00,USGS parameter code 82398,Point sample,Submersible centrifugal pump,NA,Chlorophyll a,NA,2.1,ug/l,NA,Accepted,NA,Actual,NA,NA,NA,NA,NA,NA,70953,NA,NA,NA,NA,NA,00050,USGS,"Plant pigments, sonication & 445",NA,"USGS-National Water Quality Lab, Denver, CO",2021-03-25,NA,Lower Reporting Limit,0.1,ug/l,NA,NWIS,2021-03-04T22:15:00Z,NA
USGS-CA,USGS California Water Science Center,nwisca.01.02104564,Sample-Routine,Water,Surface Water,2021-04-14,12:30:00,PST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-11455315,NA,NA,Not determined,Routine sample,50,USGS parameter code 82398,Point sample,Van Dorn sampler,NA,Chlorophyll a,NA,1.2,ug/l,NA,Preliminary,NA,Actual,NA,NA,NA,NA,NA,NA,70953,NA,NA,NA,NA,NA,00050,USGS,"Plant pigments, sonication & 445",NA,"USGS Biogeochemistry Lab, Menlo Park, CA",NA,NA,NA,NA,NA,NA,NWIS,2021-04-14T20:30:00Z,NA
USGS-CA,USGS California Water Science Center,nwisca.01.02103221,Sample-Routine,Water,Surface Water,2021-05-11,15:30:00,PST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-11455315,NA,NA,"Stable, normal stage",Routine sample,50,USGS parameter code 82398,Point sample,Submersible centrifugal pump,NA,Chlorophyll a,NA,4.6,ug/l,NA,Preliminary,NA,Actual,NA,NA,NA,NA,NA,NA,70953,NA,NA,NA,NA,NA,00050,USGS,"Plant pigments, sonication & 445",NA,"USGS-National Water Quality Lab, Denver, CO",2021-05-24,NA,Lower Reporting Limit,0.1,ug/l,NA,NWIS,2021-05-11T23:30:00Z,NA
USGS-CA,USGS California Water Science Center,nwisca.01.02104567,Sample-Routine,Water,Surface Water,2021-04-14,06:00:00,PST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-11455315,NA,NA,Not determined,Routine sample,50,USGS parameter code 82398,Point sample,Van Dorn sampler,NA,Chlorophyll a,NA,1.6,ug/l,NA,Preliminary,NA,Actual,NA,NA,NA,NA,NA,NA,70953,NA,NA,NA,NA,NA,00050,USGS,"Plant pigments, sonication & 445",NA,"USGS Biogeochemistry Lab, Menlo Park, CA",NA,NA,NA,NA,NA,NA,NWIS,2021-04-14T14:00:00Z,NA
USGS-CA,USGS California Water Science Center,nwisca.01.02104562,Sample-Routine,Water,Surface Water,2021-04-14,16:30:00,PST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-11455315,NA,NA,Not determined,Routine sample,50,USGS parameter code 82398,Point sample,Van Dorn sampler,NA,Chlorophyll a,NA,4.6,ug/l,NA,Preliminary,NA,Actual,NA,NA,NA,NA,NA,NA,70953,NA,NA,NA,NA,NA,00050,USGS,"Plant pigments, sonication & 445",NA,"USGS Biogeochemistry Lab, Menlo Park, CA",NA,NA,NA,NA,NA,NA,NWIS,2021-04-15T00:30:00Z,NA
USGS-CA,USGS California Water Science Center,nwisca.01.02102605,Sample-Routine,Water,Surface Water,2021-04-05,12:25:00,PST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-11455315,NA,NA,"Stable, normal stage",Routine sample,4030,USGS parameter code 82398,Suction pump,Diaphragm pump,NA,Chlorophyll a,NA,35.5,ug/l,NA,Preliminary,NA,Actual,NA,NA,NA,NA,NA,NA,70953,NA,NA,NA,NA,NA,00050,USGS,"Plant pigments, sonication & 445",NA,"USGS Biogeochemistry Lab, Menlo Park, CA",NA,NA,NA,NA,NA,NA,NWIS,2021-04-05T20:25:00Z,NA
USGS-CA,USGS California Water Science Center,nwisca.01.02102604,Sample-Routine,Water,Surface Water,2021-04-05,12:05:00,PST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-11455385,NA,NA,"Stable, normal stage",Routine sample,4030,USGS parameter code 82398,Suction pump,Diaphragm pump,NA,Chlorophyll a,NA,40.6,ug/l,NA,Preliminary,NA,Actual,NA,NA,NA,NA,NA,NA,70953,NA,NA,NA,NA,NA,00050,USGS,"Plant pigments, sonication & 445",NA,"USGS Biogeochemistry Lab, Menlo Park, CA",NA,NA,NA,NA,NA,NA,NWIS,2021-04-05T20:05:00Z,NA
USGS-CA,USGS California Water Science Center,nwisca.01.02104565,Sample-Routine,Water,Surface Water,2021-04-14,10:30:00,PST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-11455315,NA,NA,Not determined,Routine sample,50,USGS parameter code 82398,Point sample,Van Dorn sampler,NA,Chlorophyll a,NA,1.4,ug/l,NA,Preliminary,NA,Actual,NA,NA,NA,NA,NA,NA,70953,NA,NA,NA,NA,NA,00050,USGS,"Plant pigments, sonication & 445",NA,"USGS Biogeochemistry Lab, Menlo Park, CA",NA,NA,NA,NA,NA,NA,NWIS,2021-04-14T18:30:00Z,NA
USGS-CA,USGS California Water Science Center,nwisca.01.02103936,Sample-Routine,Water,Surface Water,2021-06-08,10:34:00,PST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-11455315,NA,NA,"Stable, normal stage",Routine sample,4080,USGS parameter code 82398,Peristaltic pump,Peristaltic pump,NA,Chlorophyll a,NA,2.2,ug/l,NA,Preliminary,NA,Actual,NA,NA,NA,NA,NA,NA,70953,NA,NA,NA,NA,NA,00050,USGS,"Plant pigments, sonication & 445",NA,"USGS-National Water Quality Lab, Denver, CO",2021-06-28,NA,Lower Reporting Limit,0.1,ug/l,NA,NWIS,2021-06-08T18:34:00Z,NA
USGS-CA,USGS California Water Science Center,nwisca.01.02104566,Sample-Routine,Water,Surface Water,2021-04-14,08:00:00,PST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-11455315,NA,NA,Not determined,Routine sample,50,USGS parameter code 82398,Point sample,Van Dorn sampler,NA,Chlorophyll a,NA,1.7,ug/l,NA,Preliminary,NA,Actual,NA,NA,NA,NA,NA,NA,70953,NA,NA,NA,NA,NA,00050,USGS,"Plant pigments, sonication & 445",NA,"USGS Biogeochemistry Lab, Menlo Park, CA",NA,NA,NA,NA,NA,NA,NWIS,2021-04-14T16:00:00Z,NA
USGS-CA,USGS California Water Science Center,nwisca.01.02104561,Sample-Routine,Water,Surface Water,2021-04-14,17:30:00,PST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,U.S. Geological Survey-Water Resources Discipline,USGS-11455315,NA,NA,Not determined,Routine sample,50,USGS parameter code 82398,Point sample,Van Dorn sampler,NA,Chlorophyll a,NA,4.5,ug/l,NA,Preliminary,NA,Actual,NA,NA,NA,NA,NA,NA,70953,NA,NA,NA,NA,NA,00050,USGS,"Plant pigments, sonication & 445",NA,"USGS Biogeochemistry Lab, Menlo Park, CA",NA,NA,NA,NA,NA,NA,NWIS,2021-04-15T01:30:00Z,NA
